,Title,Package Name,Details Page,CVE,Affected Version
2023,Denial of Service in SheetsJS Pro,xlsx,https://github.com//advisories/GHSA-8vcr-vxm8-293m,CVE-2021-32013,< 0.17.0< 0.17.0
2024,Denial of Service in SheetJS Pro,xlsx,https://github.com//advisories/GHSA-3x9f-74h4-2fqr,CVE-2021-32012,< 0.17.0< 0.17.0
2025,Denial of Service in SheetJS Pro,xlsx,https://github.com//advisories/GHSA-g973-978j-2c3p,CVE-2021-32014,< 0.17.0< 0.17.0
2026,Privilege escalation: all users can access Admin-level API keys,ghost,https://github.com//advisories/GHSA-j5c2-hm46-wp5c,CVE-2021-39192,">= 4.0.0, < 4.10.0"
2027,Command injection in gitlogplus,gitlogplus,https://github.com//advisories/GHSA-3fxp-vwxm-2r5p,CVE-2021-23412,<= 3.1.7
2028,Cross-site scripting in anchorme,anchorme,https://github.com//advisories/GHSA-w4wq-rvmq-77x7,CVE-2021-23411,<= 2.1.2
2029,Deserialization of Untrusted Data in msgpack,msgpack,https://github.com//advisories/GHSA-mx67-wv8x-hvv9,CVE-2021-23410,<= 1.0.3
2030,Integer Overflow in png-img,png-img,https://github.com//advisories/GHSA-q5wr-fvpq-p67g,CVE-2020-28248,< 3.1.0
2031,Improperly Controlled Modification of Dynamically-Determined Object Attributes in field,field,https://github.com//advisories/GHSA-hm82-qr45-h7mw,CVE-2020-28269,">= 0.0.1, <= 1.0.1"
2032,Improperly Controlled Modification of Dynamically-Determined Object Attributes in deephas,deephas,https://github.com//advisories/GHSA-4fr2-j4g9-mppf,CVE-2020-28271,">= 1.0.0, <= 1.0.5"
2033,OS Command Injection in Locutus,locutus,https://github.com//advisories/GHSA-h86x-mv66-gr5q,CVE-2020-13619,<= 2.0.11
2034,OS Command Injection in Strapi,strapi,https://github.com//advisories/GHSA-49vv-6q7q-w5cf,CVE-2019-19609,<= 3.0.0-beta.17.7
2035,Incorrect TCR calculation in batchLiquidateTroves() during Recovery Mode,@liquity/contracts,https://github.com//advisories/GHSA-xh2p-7p87-fhgh,,<= 1.0.0
2036,Directory Traversal in isomorphic-git,isomorphic-git,https://github.com//advisories/GHSA-fgxq-p49f-qw99,CVE-2021-30483,< 1.8.2
2037,Cross-site Scripting in video.js,video.js,https://github.com//advisories/GHSA-pp7m-6j83-m7r6,CVE-2021-23414,< 7.14.3
2038,Prototype Pollution in deepmergefn,deepmergefn,https://github.com//advisories/GHSA-vj72-mwrj-m2xq,CVE-2021-23417,<= 1.1.0
2039,Cross-site Scripting in curly-bracket-parser,curly-bracket-parser,https://github.com//advisories/GHSA-rqf8-8c89-mw29,CVE-2021-23416,<= 1.0.2
2040,Arbitrary Command Injection due to Improper Command Sanitization,@npmcli/git,https://github.com//advisories/GHSA-hxwm-x553-x359,,< 2.0.8
2041,Open redirect in url-parse,url-parse,https://github.com//advisories/GHSA-hh27-ffr2-f2jc,CVE-2021-3664,< 1.5.2
2042,Prototype Pollution,jszip,https://github.com//advisories/GHSA-jg8v-48h5-wgxg,CVE-2021-23413,< 3.7.0
2043,Misinterpretation of malicious XML input,xmldom,https://github.com//advisories/GHSA-5fg8-2547-mr8q,CVE-2021-32796,< 0.7.0
2044,Improperly Controlled Modification of Object Prototype Attributes,think-config,https://github.com//advisories/GHSA-6cj2-92m5-7mvp,,< 1.1.3
2045,Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning,tar,https://github.com//advisories/GHSA-r628-mhmh-qjhw,CVE-2021-32803,"< 3.2.3>= 4.0.0, < 4.4.15>= 5.0.0, < 5.0.7>= 6.0.0, < 6.1.2"
2046,Arbitrary File Creation/Overwrite due to insufficient absolute path sanitization,tar,https://github.com//advisories/GHSA-3jfq-g458-7qm9,CVE-2021-32804,"< 3.2.2>= 4.0.0, < 4.4.14>= 5.0.0, < 5.0.6>= 6.0.0, < 6.1.1"
2047,Handling of URL Encoding permitting access to ignored,serve,https://github.com//advisories/GHSA-5rc4-8qqh-vq7f,CVE-2018-3718,< 6.5.2
2048,Open Redirect in Next.js,next,https://github.com//advisories/GHSA-vxf5-wxwp-m7g9,CVE-2021-37699,< 11.1.0
2049,Clipboard-based DOM-XSS,@github/paste-markdown,https://github.com//advisories/GHSA-gpfj-4j6g-c4w9,CVE-2021-37700,< 0.3.4
2050,Command injection in @diez/generation,@diez/generation,https://github.com//advisories/GHSA-8c3f-x5f9-6h62,CVE-2021-32830,<= 10.6.0
2051,Widget feature vulnerability allowing to execute JavaScript code using undo functionality,ckeditor4,https://github.com//advisories/GHSA-6226-h7ff-ch6c,CVE-2021-32808,">= 4.13.0, < 4.16.2"
2052,Clipboard feature vulnerability allowing to inject arbitrary HTML into the editor using paste functionality,ckeditor4,https://github.com//advisories/GHSA-7889-rm5j-hpgg,CVE-2021-32809,">= 4.5.2, < 4.16.2"
2053,New anonymous user session acts as if it's created with password,parse-server,https://github.com//advisories/GHSA-23r4-5mxp-c7g5,CVE-2021-39138,< 4.5.2
2054,Fake objects feature vulnerability allowing to execute JavaScript code using malformed HTML.,ckeditor4,https://github.com//advisories/GHSA-m94c-37g6-cjhc,CVE-2021-37695,< 4.16.2
2055,Improper Handling of Unexpected Data Type in ced,ced,https://github.com//advisories/GHSA-27wq-qx3q-fxm9,CVE-2021-39131,< 1.0.0
2056,Code injection issue for java-spring-cloud-stream-template,@asyncapi/java-spring-cloud-stream-template,https://github.com//advisories/GHSA-xj6r-2jpm-qvxp,CVE-2021-37694,<= 0.6.9
2057,Improper Handling of Exceptional Conditions in detect-character-encoding,detect-character-encoding,https://github.com//advisories/GHSA-jqfh-8hw5-fqjr,CVE-2021-39157,< 0.7.0
2058,Cross-site Request Forgery (CSRF) in joplin,joplin,https://github.com//advisories/GHSA-gjwp-7v3g-99pj,CVE-2021-23431,< 2.3.2
2059,Prototype Pollution in mootools,mootools,https://github.com//advisories/GHSA-x6hx-7gh3-3q98,CVE-2021-23432,<= 1.5.2
2060,Directory Traversal in startserver,startserver,https://github.com//advisories/GHSA-hqv3-qq72-78cv,CVE-2021-23430,<= 1.4.1
2061,Code Injection in pac-resolver,pac-resolver,https://github.com//advisories/GHSA-9j49-mfvp-vmhm,CVE-2021-23406,< 3.0.1< 5.0.0
2062,Uncontrolled Resource Consumption in transpile,transpile,https://github.com//advisories/GHSA-7xrj-f5rp-j55h,CVE-2021-23429,<= 2.7.2
2063,Uncontrolled Resource Consumption in ansi-html,ansi-html,https://github.com//advisories/GHSA-whgm-jr23-g3j9,CVE-2021-23424,<= 0.0.7
2064,Uncontrolled Resource Consumption in trim-off-newlines,trim-off-newlines,https://github.com//advisories/GHSA-38fc-wpqx-33j7,CVE-2021-23425,< 1.0.3
2065,Insertion of Sensitive Information into Externally-Accessible File or Directory and Exposure of Sensitive Information to an Unauthorized Actor in hbs,hbs,https://github.com//advisories/GHSA-7f5c-rpf4-86p8,CVE-2021-32822,<= 4.1.2
2066,TimelockController vulnerability in OpenZeppelin Contracts,@openzeppelin/contracts-upgradeable,https://github.com//advisories/GHSA-vrw4-w73r-6mm8,CVE-2021-39168,">= 4.0.0, < 4.3.1>= 3.3.0, < 3.4.2"
2067,TimelockController vulnerability in OpenZeppelin Contracts,@openzeppelin/contracts,https://github.com//advisories/GHSA-fg47-3c2x-m2wr,CVE-2021-39167,">= 4.0.0, < 4.3.1>= 3.3.0, < 3.4.2"
2068,Unlimited transforms allowed for signed nodes,passport-saml,https://github.com//advisories/GHSA-5379-r78w-42h2,CVE-2021-39171,< 3.1.0
2069,Cross-Site Request Forgery in express-cart,express-cart,https://github.com//advisories/GHSA-h5q8-5697-9p9h,CVE-2020-22403,< 1.1.17
2070,Prototype Pollution in object-path,object-path,https://github.com//advisories/GHSA-v39p-96qg-c8rf,CVE-2021-23434,< 0.11.6
2071,Prototype Pollution in merge-change,merge-change,https://github.com//advisories/GHSA-f9cv-665r-275h,CVE-2021-23421,<= 1.8.1
2072,Incorrect Authorization in serverless-offline,serverless-offline,https://github.com//advisories/GHSA-h97f-5258-5593,CVE-2021-38384,<= 8.0.0
2073,Prototype Pollution in open-graph,open-graph,https://github.com//advisories/GHSA-g452-6rfc-vrvx,CVE-2021-23419,< 0.2.6
2074,Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning using symbolic links,tar,https://github.com//advisories/GHSA-9r2w-394v-53qc,CVE-2021-37701,"< 4.4.16>= 5.0.0, < 5.0.8>= 6.0.0, < 6.1.7"
2075,Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning using symbolic links,tar,https://github.com//advisories/GHSA-qq89-hq3f-393p,CVE-2021-37712,"< 4.4.18>= 5.0.0, < 5.0.10>= 6.0.0, < 6.1.9"
2076,Arbitrary File Creation/Overwrite on Windows via insufficient relative path sanitization,tar,https://github.com//advisories/GHSA-5955-9wpr-37jh,CVE-2021-37713,"< 4.4.18>= 5.0.0, < 5.0.10>= 6.0.0, < 6.1.9"
2077,UNIX Symbolic Link (Symlink) Following in @npmcli/arborist,@npmcli/arborist,https://github.com//advisories/GHSA-2h3h-q99f-3fhc,CVE-2021-39134,< 2.8.2
2078,UNIX Symbolic Link (Symlink) Following in @npmcli/arborist,@npmcli/arborist2,https://github.com//advisories/GHSA-gmw6-94gg-2rc2,CVE-2021-39135,< 2.8.2< 2.8.23
2079,Missing Release of Memory after Effective Lifetime in detect-character-encoding,detect-character-encoding,https://github.com//advisories/GHSA-5rwj-j5m3-3chj,CVE-2021-39176,< 0.3.1
2080,XSS in Image Optimization API for Next.js,next,https://github.com//advisories/GHSA-9gr3-7897-pp7m,CVE-2021-39178,">= 10.0.0, < 11.1.1"
2081,Code Injection in total.js,total.js,https://github.com//advisories/GHSA-vwhc-pww7-72x6,CVE-2021-32831,< 3.4.9
2082,Incorrect Comparison in axios,axios,https://github.com//advisories/GHSA-cph5-m8f7-6c5x,CVE-2021-3749,<= 0.21.1
2083,Crash server with query parameter,parse-server,https://github.com//advisories/GHSA-xqp8-w826-hh6x,CVE-2021-39187,< 4.10.3
2084,Path traversal in atlasboard,atlasboard,https://github.com//advisories/GHSA-25pr-6pr6-68v7,CVE-2021-39109,< 1.1.9
2085,Prototype Pollution in immer,immer,https://github.com//advisories/GHSA-33f9-j839-rf8h,CVE-2021-23436,< 9.0.6
2086,Prototype Pollution in Proto,Proto,https://github.com//advisories/GHSA-58g2-9fqr-36q2,CVE-2021-23426,<= 1.1.4
2087,Type confusion in mpath,mpath,https://github.com//advisories/GHSA-p92x-r36w-9395,CVE-2021-23438,< 0.8.4
2088,Remote code execution in Eclipse Theia,@theia/mini-browser,https://github.com//advisories/GHSA-v9w2-v7j9-rjpr,CVE-2021-34435,">= 0.3.9, < 1.9.0"
2089,Prototype Pollution in immer,immer,https://github.com//advisories/GHSA-c36v-fmgq-m8hx,CVE-2021-3757,< 9.0.6
2090,Incorrect version tags linked to external repository,parse-server,https://github.com//advisories/GHSA-593v-wcqx-hq2w,,">= 4.0.0, < 4.5.2>= 4.6.0, < 4.10.0"
2091,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') in ZMarkdown,rebber,https://github.com//advisories/GHSA-2c83-wfv3-q25f,,< 5.2.1
2092,Cross-site Scripting in file-upload-with-preview,file-upload-with-preview,https://github.com//advisories/GHSA-97pv-4338-r5vp,CVE-2021-23439,< 4.2.0
2093,Prototype Pollution in objection.js,objection,https://github.com//advisories/GHSA-r659-8xfp-j327,CVE-2021-3766,< 2.2.16
2094,Unsafe defaults in `remark-html`,remark-html,https://github.com//advisories/GHSA-9q5w-79cv-947m,CVE-2021-39199,< 13.0.2= 14.0.0
2095,Prototype Pollution in merge,@viking04/merge,https://github.com//advisories/GHSA-cqqh-49mx-fq63,CVE-2021-3645,< 1.0.2
2096,Prototype Pollution in set-value,set-value-nuget,https://github.com//advisories/GHSA-4jqc-8m5r-9rpr,CVE-2021-23440,">= 3.0.0, < 4.0.1< 2.0.1< 2.0.0"
2097,matrix-js-sdk can be tricked into disclosing E2EE room keys to a participating homeserver,matrix-js-sdk,https://github.com//advisories/GHSA-23cm-x6j7-6hq3,CVE-2021-40823,< 12.4.1
2098,Prototype Pollution in body-parser-xml,body-parser-xml-pip,https://github.com//advisories/GHSA-2ghc-6v89-pw9j,CVE-2021-3666,< 2.0.3< 1.0.0< 3.0.0
2099,UUPSUpgradeable vulnerability in @openzeppelin/contracts-upgradeable,@openzeppelin/contracts-upgradeable,https://github.com//advisories/GHSA-q4h9-46xg-m3x9,,">= 4.1.0, < 4.3.2"
2100,UUPSUpgradeable vulnerability in @openzeppelin/contracts,contracts-upgradeable,https://github.com//advisories/GHSA-5vp3-v4hc-gx76,CVE-2021-41264,">= 4.1.0, < 4.3.2>= 4.1.0, < 4.3.2"
2101,Regular Expression Denial of Service in tmpl,tmpl,https://github.com//advisories/GHSA-jgrx-mgxx-jf9v,CVE-2021-3777,< 1.0.5
2102,Inefficient Regular Expression Complexity in vuelidate,@vuelidate/validators,https://github.com//advisories/GHSA-vvf2-ppj9-pp49,CVE-2021-3794,< 2.0.0
2103,Regular Expression Denial of Service (ReDOS),semver-regex,https://github.com//advisories/GHSA-44c6-4v22-4mhx,CVE-2021-3795,< 3.1.3= 4.0.0
2104,Cross-site Scripting in peertube,peertube,https://github.com//advisories/GHSA-f2c5-997w-7f5c,CVE-2021-3780,< 3.4.0
2105,Regular Expression Denial of Service in prismjs,prismjs,https://github.com//advisories/GHSA-hqhp-5p83-hx96,CVE-2021-3801,< 1.25.0
2106,Prototype Pollution in mixme,mixme,https://github.com//advisories/GHSA-84p7-fh9c-6g8h,,< 0.5.2
2107,Remote command injection when using sendmail email transport,ghost,https://github.com//advisories/GHSA-wfrj-qqc2-83cm,,< 4.15.0
2108,Prototype Pollution in the merge and clone helper methods,zrender,https://github.com//advisories/GHSA-fhv8-fx5f-7fxf,CVE-2021-39227,< 5.2.1
2109,Inefficient Regular Expression Complexity in chalk/ansi-regex,ansi-regex,https://github.com//advisories/GHSA-93q8-gq69-wqmw,CVE-2021-3807,">= 6.0.0, < 6.0.1> 2.1.1, < 5.0.1"
2110,Inefficient Regular Expression Complexity in code-server,code-server,https://github.com//advisories/GHSA-49x3-8228-3w3m,CVE-2021-3810,< 3.12.0
2111,Prototype Pollution in @cookiex/deep,@cookiex/deep,https://github.com//advisories/GHSA-92v9-xh2q-fq9f,CVE-2021-23442,< 0.0.7
2112,Inefficient Regular Expression Complexity in taro,taro,https://github.com//advisories/GHSA-468q-v4jj-485h,CVE-2021-3804,< 3.3.9
2113,Prototype Pollution in object-path,object-path,https://github.com//advisories/GHSA-8v63-cqqc-6r2c,CVE-2021-3805,< 0.11.8
2114,Inefficient Regular Expression Complexity in nth-check,nth-check,https://github.com//advisories/GHSA-rp65-9cf3-cjxr,CVE-2021-3803,< 2.0.1
2115,OS Command Injection in ssh2,ssh2,https://github.com//advisories/GHSA-652h-xwhf-q4h6,CVE-2020-26301,< 1.4.0
2116,Improper Control of Generation of Code ('Code Injection') in @asyncapi/modelina,@asyncapi/modelina,https://github.com//advisories/GHSA-4jg2-84c2-pj95,,<= 0.30.1
2117,Clipboard-based XSS,jsuites,https://github.com//advisories/GHSA-qh7x-j4v8-qw5w,CVE-2021-41086,< 4.9.11
2118,Cross-site Scripting in edge.js,edge.js,https://github.com//advisories/GHSA-55r9-7mf8-m382,CVE-2021-23443,< 5.3.2
2119,Prototype Pollution in jointjs,jointjs,https://github.com//advisories/GHSA-f3pp-32qc-36w4,CVE-2021-23444,< 3.4.2
2120,Denial of Service in node-static,node-static,https://github.com//advisories/GHSA-8r4g-cg4m-x23c,,<= 0.7.11
2121,Path Traversal in serve-here.js,serve-here.js,https://github.com//advisories/GHSA-4448-rc82-fcr7,CVE-2019-5444,< 1.2.0
2122,Regular Expression Denial of Service in millisecond,millisecond,https://github.com//advisories/GHSA-m489-xr35-fjxr,,< 0.1.2
2123,Member account takeover,ghost,https://github.com//advisories/GHSA-65p7-pjj8-ggmr,,">= 3.18.0, < 3.42.6>= 4.0.0, < 4.15.1"
2124,Prototype pollution in aurelia-path,aurelia-path,https://github.com//advisories/GHSA-3c9c-2p65-qvwv,CVE-2021-41097,< 1.1.7
2125,Cross site scripting in datatables.net,datatables.net,https://github.com//advisories/GHSA-h73q-5wmj-q8pj,CVE-2021-23445,< 1.11.3
2126,Inefficient Regular Expression in inflect,i,https://github.com//advisories/GHSA-x55w-vjjp-222r,CVE-2021-3820,< 0.3.7
2127,Regular Expression Denial of Service in jsoneditor,jsoneditor,https://github.com//advisories/GHSA-hhfg-6hfc-rvxm,CVE-2021-3822,< 9.5.6
2128,Improper Access Control in passport-oauth2,passport-oauth2,https://github.com//advisories/GHSA-f794-r6xc-hf3v,CVE-2021-41580,< 1.6.1
2129,LiveQuery publishes user session tokens in parse-server,parse-server,https://github.com//advisories/GHSA-7pr3-p5fm-8r9x,CVE-2021-41109,< 4.10.4
2130,Inefficient Regular Expression Complexity in handsontable,handsontable,https://github.com//advisories/GHSA-hf66-r44g-p7j9,CVE-2021-23446,< 10.0.0
2131,Withdrawn: Arbitrary code execution in lodash,lodash,https://github.com//advisories/GHSA-8p5q-j9m2-g8wr,CVE-2021-41720,<= 4.17.21
2132,URL Redirection to Untrusted Site ('Open Redirect') in fastify-static,fastify-static,https://github.com//advisories/GHSA-p6vg-p826-qp3v,CVE-2021-22963,< 4.2.4
2133,Weak Password Recovery Mechanism for Forgotten Password in Strapi,strapi,https://github.com//advisories/GHSA-37hx-4mcq-wc3h,CVE-2021-28128,<= 3.6.0
2134,Denial of Service (DoS) in mongo-express,mongo-express,https://github.com//advisories/GHSA-m2r3-8492-vx59,CVE-2021-23372,<= 0.54.0
2135,Cross-site Scripting in Froala Editor,froala-editor,https://github.com//advisories/GHSA-cq6w-w5rj-p9x8,CVE-2021-30109,<= 3.2.6
2136,Prototype pollution vulnerability in 'patchmerge',patchmerge,https://github.com//advisories/GHSA-84g3-cv89-m9gm,CVE-2021-25916,">= 1.0.0, < 1.0.2"
2137,SQL Injection in thinkjs,thinkjs,https://github.com//advisories/GHSA-q5mq-6fjg-4mw8,CVE-2020-21176,<= 3.2.14
2138,Inclusion of Functionality from Untrusted Control Sphere in CKEditor 4,ckeditor4,https://github.com//advisories/GHSA-wpvm-wqr4-p7cw,CVE-2021-26272,< 4.16.0
2139,OS Command Injection in node-opencv,opencv,https://github.com//advisories/GHSA-mc7w-4cjf-c973,CVE-2019-10061,< 6.1.0
2140,Cross-site Scripting in teddy,teddy,https://github.com//advisories/GHSA-5f38-9jw2-6r6h,CVE-2021-23447,< 0.5.9
2141,Cross-site Scripting in jsoneditor,jsoneditor,https://github.com//advisories/GHSA-q854-j362-cfq9,CVE-2020-23849,< 9.0.2
2142,Prototype pollution vulnerability in 'getobject',getobject,https://github.com//advisories/GHSA-957j-59c2-j692,CVE-2020-28282,< 1.0.0
2143,Prototype pollution vulnerability in 'libnested',libnested,https://github.com//advisories/GHSA-3r9x-mjrm-2725,CVE-2020-28283,">= 0.0.0, <= 1.5.0"
2144,Prototype pollution vulnerability in 'predefine',predefine,https://github.com//advisories/GHSA-mx3x-ghqm-r43h,CVE-2020-28280,<= 0.1.2
2145,Prototype pollution vulnerability in 'deepref',deepref,https://github.com//advisories/GHSA-7c7g-72q7-4xhm,CVE-2020-28274,">= 1.1.1, <= 1.2.1"
2146,SQL Injection and Cross-site Scripting in class-validator,class-validator,https://github.com//advisories/GHSA-fj58-h2fr-3pp2,CVE-2019-18413,<= 0.13.1
2147,Risk of code injection,rsshub,https://github.com//advisories/GHSA-pgjj-866w-fc5c,CVE-2021-21278,<= 1.0.0
2148,Insecure random number generation in keypair,keypair,https://github.com//advisories/GHSA-3f99-hvg4-qjwj,CVE-2021-41117,< 1.0.4
2149,DOS and Open Redirect with user input,fastify-static,https://github.com//advisories/GHSA-pgh6-m65r-2rhq,CVE-2021-22964,">= 4.2.4, < 4.4.1"
2150,Path traversal when using `preview-docs` when working dir contains files with question mark `?` in name,@redocly/openapi-cli,https://github.com//advisories/GHSA-q324-q795-2q5p,,<= 1.0.0-beta.58
2151,Prototype pollution in object-hierarchy-access,object-hierarchy-access,https://github.com//advisories/GHSA-fxwf-45c7-4ppr,CVE-2020-28270,">= 0.2.0, < 0.33.0"
2152,Prototype Pollution in config-handler,config-handler,https://github.com//advisories/GHSA-2w3f-9w3q-qw77,CVE-2021-23448,<= 2.0.3
2153,Sandboxed renderers can obtain thumbnails of arbitrary files through the nativeImage API,electron,https://github.com//advisories/GHSA-mpjm-v997-c4h4,CVE-2021-39184,"< 11.5.0>= 12.0.0, < 12.1.0>= 13.0.0, < 13.3.0"
2154,Cross site scripting in kindeditor,kindeditor,https://github.com//advisories/GHSA-wv83-jrfh-rp33,CVE-2021-42227,<= 4.1.12
2155,Cross Site Request Forgery in kindeditor,kindeditor,https://github.com//advisories/GHSA-3ww4-cp53-6g2x,CVE-2021-42228,<= 4.1.12
2156,Path Traversal in @backstage/plugin-scaffolder-backend,@backstage/plugin-scaffolder-backend,https://github.com//advisories/GHSA-pvv8-8fx9-h673,CVE-2021-41151,">= 0.9.4, < 0.15.9"
2157,Prototype Pollution in vm2,vm2,https://github.com//advisories/GHSA-rjf2-j2r6-q8gr,CVE-2021-23449,< 3.9.4
2158,forEachSeries and forEachLimit do not limit the number of requests,modern-async,https://github.com//advisories/GHSA-3pcq-34w5-p4g2,CVE-2021-41167,< 1.0.4
2159,Prototype Pollution in x-assign,x-assign,https://github.com//advisories/GHSA-4mvj-rq4v-2fxw,CVE-2021-23452,<= 0.1.4
2160,Cross-site scripting vulnerability in TinyMCE,tinymce/tinymce,https://github.com//advisories/GHSA-5h9g-x5rv-25wg,,< 5.9.0< 5.9.0< 5.9.0
